Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2)
bottle_schange	Round_4_Replicate_78	-259320.71	518657.42	490448.96	435687.96	0.2703,4.5062,1.0025,0.0508,0.2369,0.2704,0.0549,0.0394
bottle_schange	Round_4_Replicate_79	-269562.75	539141.5	516357.89	417856.8	0.4108,2.5661,0.6453,0.0651,0.2726,0.258,0.0813,0.0438
bottle_schange	Round_4_Replicate_80	-248388.77	496793.54	459554.73	444080.85	0.3291,5.1086,0.9353,0.0473,0.1278,0.546,0.0485,0.0452
bottle_schange	Round_4_Replicate_81	-320655.39	641326.78	615422.75	417165.41	0.2821,2.8934,0.9137,0.1004,0.244,0.6399,0.0258,0.0998
bottle_schange	Round_4_Replicate_82	-287771.78	575559.56	547778.01	412572.84	0.4598,3.1572,1.0138,0.0682,0.2032,0.5859,0.0548,0.0611
bottle_schange	Round_4_Replicate_83	-267737.34	535490.68	504214.58	430656.69	0.505,2.1707,0.6688,0.0749,0.1699,0.4893,0.0569,0.064
bottle_schange	Round_4_Replicate_84	-301322.27	602660.54	582256.54	403895.62	0.477,1.6645,1.2544,0.1459,0.2249,0.3998,0.0569,0.0911
bottle_schange	Round_4_Replicate_85	-310472.3	620960.6	580880.92	412626.06	0.2122,6.1524,1.5722,0.0936,0.3432,0.3456,0.0429,0.0624
bottle_schange	Round_4_Replicate_86	-266191.95	532399.9	504515.2	429066.76	0.3929,2.801,0.9064,0.1055,0.1868,0.3447,0.04,0.0712
bottle_schange	Round_4_Replicate_87	-342702.21	685420.42	640034.52	394560.12	0.2178,3.9428,1.4206,0.1337,0.3763,0.4749,0.0396,0.0796
bottle_schange	Round_4_Replicate_88	-242968.13	485952.26	465777.02	460280.63	0.2365,1.7589,1.122,0.124,0.1325,0.1979,0.0442,0.0599
bottle_schange	Round_4_Replicate_89	-311544.72	623105.44	584721.45	413903.08	0.2648,2.3576,1.5368,0.0474,0.3622,0.528,0.0574,0.0472
bottle_schange	Round_4_Replicate_90	-273808.81	547633.62	513391.58	424669.95	0.2553,3.114,1.1393,0.1663,0.2232,0.2514,0.0419,0.0738
bottle_schange	Round_4_Replicate_91	-280463.08	560942.16	507252.83	427869.53	0.3629,1.8286,0.7168,0.0632,0.1555,0.7384,0.0642,0.0502
bottle_schange	Round_4_Replicate_92	-249084.78	498185.56	463593.74	448350.76	0.6483,1.9787,0.9315,0.0595,0.1012,0.5933,0.032,0.0566
bottle_schange	Round_4_Replicate_93	-299380.18	598776.36	537336.39	426691.56	0.2756,1.7695,1.752,0.1634,0.1212,0.3293,0.0644,0.0565
bottle_schange	Round_4_Replicate_94	-334685.25	669386.5	631207.71	381580.36	0.4842,2.8397,1.5913,0.1284,0.2514,0.648,0.0725,0.0888
bottle_schange	Round_4_Replicate_95	-275289.75	550595.5	526184.97	417562.3	0.3591,2.8274,0.9654,0.0548,0.3023,0.2186,0.0817,0.0371
bottle_schange	Round_4_Replicate_96	-318695.0	637406.0	593428.96	400241.11	0.3574,2.7655,0.9059,0.0796,0.3024,0.6795,0.0622,0.0647
bottle_schange	Round_4_Replicate_97	-321643.37	643302.74	620151.17	388450.74	0.4726,3.3897,1.4723,0.1163,0.2162,0.4648,0.1105,0.0722
bottle_schange	Round_4_Replicate_98	-255963.33	511942.66	487315.77	432386.44	0.4449,4.6115,1.0013,0.0838,0.1436,0.3313,0.0687,0.0598
bottle_schange	Round_4_Replicate_99	-291795.47	583606.94	558843.47	406086.49	0.5577,3.0164,1.5737,0.1684,0.1702,0.3867,0.0659,0.0943
bottle_schange	Round_4_Replicate_100	-262489.55	524995.1	491379.39	432815.3	0.4709,2.2698,1.431,0.1674,0.1303,0.3156,0.0425,0.0848
